472,2,inspired it,0
480,2,less,0
483,4,gorgeous,0
492,2,In the Mood for Love -- very much a Hong Kong movie,1
500,2,Love,0
505,2,Hong Kong movie,0
506,2,Hong,0
508,2,Kong,0
510,2,despite its mainland setting,0
513,2,its,0
524,2,big-screen remakes,0
541,2,everything,0
543,2,d expect -- but nothing more,0
547,2,expect --,0
555,2,"indie of the year , so far",0
571,2,Hatfield,0
578,2,of couples,0
583,2,"the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",1
589,2,a study of the gambles of the publishing world,1
595,2,gambles,0
596,2,of the publishing world,0
604,2,a case study,0
608,2,exists apart from all the movie 's political ramifications,1
620,1,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,1
626,2,going to a house party,0
628,2,to a house party,0
632,2,party,0
638,1,defend himself against a frothing ex-girlfriend,1
640,2,defend,0
642,2,against a frothing ex-girlfriend,0
651,2,Chuck Norris `` grenade gag '',0
668,2,7 times,0
670,2,times,0
677,2,good indication,0
678,2,indication,0
679,2,of how serious-minded the film is,0
680,2,how serious-minded the film is,0
683,2,serious-minded the film,0
685,2,the film,0
686,2,film,0
697,2,comedy,0
699,2,from start,0
710,2,"an impeccable pedigree , mongrel pep , and",0
719,2,mongrel,0
722,2,indecipherable plot complications,0
725,2,complications,0
728,2,A film,0
730,2,clearly means to,0
731,2,clearly,0
733,2,means,0
734,2,preach exclusively to the converted .,0
737,2,preach,0
744,2,While,0
748,2,Being Earnest,0
753,3,opportunities for occasional smiles,0
758,2,smiles,0
763,2,does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,1
765,2,give us,0
775,3,beyond Wilde 's wit and the actors ' performances,1
784,2,actors ',0
785,2,actors,0
789,2,latest,0
792,1,vapid actor 's exercise,0
797,2,exercise,0
806,2,Arthur Schnitzler 's,0
808,2,Schnitzler 's,0
817,2,vaudeville,0
822,3,well-constructed narrative,0
831,3,it 's inoffensive and actually rather sweet,0
832,3,s inoffensive and actually rather sweet,0
837,2,actually,0
839,2,rather,0
840,1,Nothing more than a run-of-the-mill action flick .,1
849,1,"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",1
853,1,"Hampered -- no , paralyzed --",0
866,2,...,0
877,2,up,0
884,2,"Ice Age is the first computer-generated feature cartoon to feel like other movies , and",1
912,2,glacial pacing,0
914,2,pacing,0
917,1,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash .",1
918,1,"There 's very little sense to what 's going on here , but the makers serve up the cliches with considerable dash",1
931,2,here,0
934,2,makers,0
952,2,followed,0
953,2,"the runaway success of his first film , The Full Monty ,",1
957,3,success,0
967,2,Monty,0
973,1,"re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",1
976,1,"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",1
982,1,easily substitutable,0
983,2,easily,0
996,2,heroes,0
999,2,horror,0
1008,3,as if the movie is more interested in entertaining itself than in amusing us,1
1013,3,more interested in entertaining itself than in amusing us,1
1016,2,interested,0
1017,3,in entertaining itself,0
1027,2,progression,0
1030,0,rambling incoherence,0
1035,2,gives new meaning to the phrase ` fatal script error,1
1061,2,soon,0
1069,2,dark,0
1081,2,totally unexpected,0
1086,2,keeps,0
1091,2,young romantics out on a date,0
1102,3,"Tartakovsky 's team has some freakish powers of visual charm , but",1
1103,3,"Tartakovsky 's team has some freakish powers of visual charm ,",1
1128,2,the modern rut,0
1134,1,banality,0
1137,2,Vincent,0
1145,2,at home,0
1154,2,playing,0
1159,2,bad,0
1169,2,a horror movie 's,0
1179,2,disturb,0
1227,2,the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB-,1
1249,2,though no less horrifying for it -RRB-,0
1256,2,for it,0
1263,3,tricky,0
1269,2,David,0
1285,1,"sure the filmmaker would disagree , but , honestly , I do n't see the point",1
1288,1,"the filmmaker would disagree , but ,",0
1302,2,see,0
1306,2,Jones,0
1322,2,characters,0
1330,3,memorable zingers,0
1341,3,grace,0
1343,2,"call for prevention rather than to place blame , making it one of the best war movies ever made",1
1344,2,"call for prevention rather than to place blame ,",1
1346,2,call,0
1348,2,for prevention rather than,0
1359,2,one of the best war movies ever made,0
1368,2,made,0
1370,2,"Takes a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker",1
1381,2,detailing,0
1383,2,chapter,0
1385,2,"the life of the celebrated Irish playwright , poet and drinker",1
1416,2,Miramax 's,0
1419,2,deep,0
1424,2,a couple,0
1430,2,Waking Up in Reno,0
1433,2,in Reno,0
1437,2,strong case,0
1453,2,largely,0
1455,2,Williams,0
1457,2,all the interesting developments are processed in 60 minutes,1
1460,3,interesting developments,0
1465,2,processed,0
1471,2,rest,0
1472,1,is just an overexposed waste of film,0
1477,2,overexposed,0
1478,1,waste,0
1481,0,"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible",1
1483,2,Comes,0
1488,2,"relic from a bygone era , and its convolutions ... feel",1
1491,2,"from a bygone era , and its convolutions ...",0
1495,2,"a bygone era ,",0
1498,2,bygone,0
1504,2,silly,0
1505,1,plausible,0
1522,2,it is,0
1524,3,Both lead performances,0
1534,2,for your lives,0
1544,2,Pellington,0
1545,2,latest pop thriller,0
1551,3,as kooky and overeager as it is spooky and subtly in love with myth,1
1554,2,kooky and,0
1556,2,overeager,0
1557,3,as it is spooky and subtly in love with myth,0
1560,3,is spooky and subtly,0
1561,3,spooky and subtly,0
1564,3,subtly,0
1604,3,otherwise tender movements,0
1615,2,-LRB- Shakespeare 's -RRB- deepest tragedies,0
1619,2,Shakespeare,0
1622,2,tragedies,0
1623,3,into a smart new comedy,0
1629,2,"The screenplay by James Eric , James Horton and director Peter O'Fallon",1
1636,2,"James Eric ,",0
1638,2,James,0
1648,1,is so pat it makes your teeth hurt .,0
1651,1,pat it makes your teeth hurt,0
1658,2,hurt,0
1668,2,particularly,0
1671,2,history,0
1674,3,offers flickering reminders of the ties that bind us .,1
1676,3,flickering reminders of the ties that bind us,0
1688,1,Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered,1
1708,1,the action scenes are poorly delivered,0
1721,3,more deeply,0
1734,2,films,0
1736,3,", despite the gratuitous cinematic distractions impressed upon it , is still good fun .",1
1747,2,upon it,0
1751,3,is still good fun,0
1755,0,Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,1
1761,0,is the script 's endless assault of embarrassingly ham-fisted sex jokes,1
1762,0,the script 's endless assault of embarrassingly ham-fisted sex jokes,1
1764,2,the script 's,0
1773,2,ham-fisted,0
1775,2,sex,0
1778,0,reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating,1
1792,2,`` cooler '' PG-13 rating,0
1805,3,", provocative drama",0
1807,3,provocative,0
1817,2,gets,0
1825,2,a man,0
1837,2,monstrous lunatic,0
1838,2,monstrous,0
1843,2,like a drive-by,0
1847,2,"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all",1
1860,2,stoner,0
1867,2,gay,0
1869,2,but above all,0
1870,2,above all,0
1882,2,its title,0
1883,3,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,1
1889,2,about two skittish New York middle-agers who stumble into a relationship and then,1
1891,2,two skittish New York middle-agers,0
1898,2,middle-agers,0
1901,2,stumble,0
1908,3,struggle furiously with their fears and foibles,1
1914,2,fears and foibles,0
1918,2,"But it has an ambition to say something about its subjects , but not a willingness .",1
1919,2,"it has an ambition to say something about its subjects , but not a willingness .",1
1930,2,say something,0
1937,2,willingness,0
1939,2,-LRB- Scherfig -RRB-,0
1940,3,Scherfig -RRB-,0
1941,3,Scherfig,0
1942,3,has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .,1
1957,2,the characters ',0
1958,2,characters ',0
1974,1,Reeks of rot and hack,0
1977,1,rot and hack,0
1980,2,hack,0
1984,2,Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .,1
1986,2,Plays like a series of vignettes --,0
1995,2,a film that are still looking for a common through-line,1
1999,2,looking for a common through-line,0
2006,2, ,0
2008,1,Contrived pastiche,0
2010,2,pastiche,0
2013,2,The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,1
2020,2,is that the bulk of the movie centers on the wrong character .,1
2025,2,the bulk,0
2028,2,centers on the wrong character,0
2071,3,This is a heartfelt story ... it just is n't a very involving one .,1
2082,2,is n't a very,0
2084,2,a very,0
2090,4,"unsettling , memorable cinematic experience",0
2093,4,memorable cinematic experience,0
2105,3,", it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",1
2111,3,pretty good execution,0
2112,3,pretty good,0
2125,2,than the ones,0
2136,2,come up,0
2145,3,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose ,",1
2148,2,Phillip Noyce and all of his actors,0
2153,2,all of his actors,0
2155,2,his actors,0
2161,2,"his cinematographer , Christopher Doyle",0
2163,2,his cinematographer,0
2167,2,Doyle,0
2172,3,delicate forcefulness,0
2176,2,Greene 's prose,0
2187,2,in their version of The Quiet American,0
2203,2,quick emotional connections,0
2223,4,Inventive,0
2229,1,"violent , self-indulgent and maddening",0
2241,3,", compelling story",0
2246,1,"Written , flatly , by David Kendall and",0
2251,2,Written,0
2254,2,David Kendall,0
2265,2,Something About Mary co-writer Ed Decter,0
2268,2,Mary,0
2276,4,"recommended viewing for its courage , ideas , technical proficiency and great acting .",1
2282,4,"its courage , ideas , technical proficiency and great acting",1
2296,2,acting,0
2299,2,IMAX in short,0
2300,2,IMAX,0
2301,2,in short,0
2307,2,s just,0
2317,3,shows us a slice of life that 's very different from our own and yet instantly recognizable,1
2319,3,us a slice of life that 's very different from our own and yet instantly recognizable,1
2329,2,very different from our own,0
2341,2,the shock and curiosity factors,0
2344,2,and curiosity factors,0
2351,2,is just a corny examination of a young actress trying to find her way,1
2353,1,a corny examination,0
2363,2,trying,0
2364,2,to find her way,0
2377,1,avoid solving one problem by trying to distract us with the solution to another,1
2387,2,distract,0
2390,2,the solution,0
2410,3,non-techies can enjoy,0
2416,1,Entertains not so much,0
2437,3,pleasure,0
2438,2,of watching Disney scrape the bottom of its own cracker barrel,1
2439,2,watching Disney scrape the bottom of its own cracker barrel,1
2459,2,"emphasizes the Q in Quirky , with mixed results .",1
2460,2,"emphasizes the Q in Quirky , with mixed results",1
2464,2,the Q in Quirky,0
2467,2,in Quirky,0
2472,2,results,0
2483,1,reporting,0
2492,1,blowing,0
2517,2,rainbow,0
2525,1,"is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original .",1
2531,0,"crass , contrived sequels",0
2538,2,not only,0
2544,2,on its own,0
2555,2,original,0
2556,1,Report card : Does n't live up to the exalted tagline - there 's definite room for improvement .,1
2568,2,the exalted tagline,0
2580,2,improvement,0
2582,1,"It 's not a particularly good film , but neither is it a monsterous one",1
2591,1,neither is it a monsterous one,0
2593,2,is it a monsterous one,0
2601,1,may be ploughing the same furrow once too often,1
2608,2,same furrow,0
2617,1,"is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",1
2625,2,the comedy equivalent,0
2637,2,to go to the U.N. and ask permission for a preemptive strike,1
2638,2,go to the U.N. and ask permission for a preemptive strike,1
2639,2,go to the U.N. and,0
2656,4,A surprisingly ` solid ' achievement by director,1
2666,2,Malcolm D. Lee and writer John Ridley,0
2667,2,Malcolm D. Lee and,0
2668,2,Malcolm D. Lee,0
2669,2,Malcolm,0
2670,2,D. Lee,0
2680,2,Massoud 's,0
2683,2,"is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history",1
2686,3,"an epic ,",0
2695,2,"of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history",1
2699,2,tenacious,0
2701,2,humane fighter,0
2702,3,humane,0
2714,2,ultimately the victim -RRB-,0
2721,2,Changing,0
2732,2,stop,0
2735,2,please his mom,0
2742,2,macabre and,0
2747,3,stylized Swedish fillm,0
2755,2,city,0
2768,2,that hold society in place,0
2777,4,"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",1
2782,2,memory,0
2787,3,most thoughtful,0
2790,2,"art , ethics , and the cost of moral compromise",1
2794,2,"art ,",0
2801,2,moral compromise,0
2805,2,The narrative,0
2807,2,is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys,1
2813,2,that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys,1
2815,2,probably the only way,0
2832,2,wisecracking,0
2835,2,Science Theater 3000 guys,0
2850,2,returns,0
2857,4,a visually masterful work,0
2862,3,of quiet power,0
2892,2,a compelling reason,0
2900,2,one character,0
2904,2,another we,0
2909,2,believe,0
2918,1,of wills that is impossible to care about and is n't very funny,1
2929,3,is n't very funny,0
2930,1,"And if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",1
2932,1,if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade,1
2941,1,to Lawrence 's over-indulgent tirade,0
2947,2,tirade,0
2953,2,knock yourself out,0
2966,1,self-glorified Martin Lawrence lovefest,0
2968,1,Martin Lawrence lovefest,0
2974,2,whole film,0
2976,0,has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .,1
2989,0,is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,1
2994,0,dupe the viewer,0
2996,2,the viewer,0
3003,3,as Very Important,0
3008,1,because the movie is ugly to look at and not a Hollywood product,1
3012,1,ugly,0
3014,2,look at and not a Hollywood product,0
3018,2,not a Hollywood product,0
3027,2,threatens,0
3034,2,in earnest dramaturgy,0
3039,2,a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle,1
3044,2,sequence,0
3049,2,a surge,0
3068,1,", the film makes it seem ,",0
3079,2,hobby,0
3083,2,the young and fit,0
3084,2,young and fit,0
3085,2,young and,0
3088,1,"when it does , you 're entirely unprepared .",0
3090,2,when,0
3092,1,", you 're entirely unprepared .",0
3097,2,entirely,0
3108,4,that captures the innocence and budding demons within a wallflower,1
3115,2,budding demons within a wallflower,0
3123,3,"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",1
3125,2,300 years,0
3130,2,Russian,0
3131,2,history and culture,0
3143,3,seamless and sumptuous stream,0
3148,3,stream,0
3151,1,"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",1
3159,2,want nothing else,0
3166,2,show us,0
3172,2,"cheap , B movie way",0
3173,2,cheap,0
3189,2,in his element,0
3194,2,", abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival",1
3197,2,"abandoned ,",0
3212,2,has ever revealed before about the source of his spiritual survival,1
3217,2,before,0
3219,2,about the source,0
3224,2,spiritual,0
3226,3,"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",1
3230,3,"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",1
3248,2,last,0
3249,3,"hopefully , sets the tone for a summer of good stuff",1
3258,3,a summer of good stuff,0
3270,1,vulgar and,0
3272,2,forgettably,0
3287,3,prove more potent and riveting than the unlikely story of Sarah and Harrison,1
3288,3,prove more potent and riveting,0
3292,3,potent and,0
3302,2,Sarah and,0
3314,3,revelatory and,0
3340,2,storylines,0
3352,2,Martha,0
3355,2,unsurprising,0
3369,3,"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause",1
3391,3,powerful people,0
3393,2,people,0
3395,2,seen,0
3397,3,the eyes of the idealistic kid who chooses to champion his ultimately losing cause,1
3408,2,chooses,0
3409,2,to champion his ultimately losing cause,0
3414,2,losing cause,0
3422,2,observed,0
3434,3,", from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",1
3437,3,"its promenade of barely clad bodies in Myrtle Beach , S.C.",1
3448,2,"Myrtle Beach ,",0
3451,2,Beach,0
3460,3,of a sudden lunch rush at the diner,0
3461,3,a sudden lunch rush at the diner,0
3462,3,a sudden lunch rush,0
3465,2,lunch rush,0
3466,2,lunch,0
3470,3,diner,0
3478,2,the expense,0
3480,2,of those who paid for it and those who pay to see it,1
3482,2,those who paid for it and,0
3484,2,who paid for it,0
3490,2,pay,0
3498,3,a film that hews out a world and carries us effortlessly from darkness to light,1
3499,3,that hews out a world and carries us effortlessly from darkness to light,1
3502,2,hews out a world,0
3504,2,hews,0
3514,2,to light,0
3523,2,seems to be coasting .,0
3534,2,dark thriller,0
3549,3,lurid,0
3555,2,is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3560,2,of production,0
3564,2,have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
3568,2,funnier,0
3586,2,bonus feature,0
3587,2,bonus,0
3602,2,are there Tolstoy groupies out there,0
3607,2,groupies,0
3610,2,Daughter From Danang reveals that efforts toward closure only open new wounds .,1
3618,2,that efforts toward closure only open new wounds,1
3619,2,efforts toward closure only open new wounds,0
3622,3,toward closure,0
3630,4,One of the year 's most weirdly engaging and unpredictable character pieces .,1
3631,2,One of the year,0
3632,3,s most weirdly engaging and unpredictable character pieces .,1
3648,3,intoxicating,0
3650,1,Although fairly involving as far as it goes,0
3657,2,as it goes,0
3661,1,"does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",1
3662,1,"does n't end up having much that is fresh to say about growing up Catholic or , really , anything",1
3678,2,growing,0
3684,2,"really ,",0
3687,1,"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",1
3699,2,it were n't silly,0
3708,2,Sleek and arty .,0
3711,2,Sleek,0
3713,0,"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",1
3717,0,"Poor editing , bad bluescreen",0
3719,1,Poor editing,0
3735,3,"s face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",1
3746,3,amazing,0
3748,3,instrument,0
3749,2,creating a scrapbook of living mug shots,0
3757,2,mug shots,0
3758,2,mug,0
3765,2,the details of its time frame right,0
3771,2,it completely misses its emotions,0
3774,2,misses its emotions,0
3784,2,strangeness,0
3787,1,gives way to rote sentimentality,0
3788,2,gives way,0
3792,2,sentimentality,0
3803,2,"lets you brush up against the humanity of a psycho ,",1
3828,2,of his film,0
3839,2,monster,0
3859,2,a scruffy Giannini,0
3870,2,her best,0
3879,2,beaten to a pulp in his Dangerous Game,0
3887,2,Dangerous Game,0
3896,2,key,0
3917,2,"an homage to Them , Tarantula and other low -",0
3931,2,budget,0
3941,1,", the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .",1
3948,2,silly -LRB- but not sophomoric -RRB-,0
3950,2,but not sophomoric -RRB-,0
3956,2,horror and hellish conditions,0
3964,1,"feels like very light Errol Morris ,",0
3967,2,very light Errol Morris,0
3970,2,Errol,0
3982,1,failing,0
3987,2,something bigger,0
3988,2,bigger,0
3989,1,of its scrapbook of oddballs,0
3996,2,Spielberg 's realization,0
4002,4,is masterful .,0
4005,1,"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces",1
4009,2,There 's a scientific law to be discerned here that producers would be well to heed,1
4010,2,s a scientific law to be discerned here that producers would be well to heed,1
4013,2,scientific,0
4020,2,discerned,0
4028,2,heed,0
4039,1,the action speeds up,0
4053,2,to pieces,0
4056,2,s one of the few ` cool ' actors who never seems aware of his own coolness,1
4060,2,the few ` cool ' actors,0
4066,2, actors,0
4070,2,seems aware of his own coolness,0
4085,2,"an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders",1
4087,1,an artist who is simply tired -- of fighting the same fights,1
4090,3,an artist,0
4093,1,is simply tired,0
4112,2,shoulders,0
4113,2,of playing with narrative form,0
4120,1,stale,0
4122,1,uninspired .,0
4137,2,a love song to the movies,0
4144,4,"also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes",1
4146,2,is more fully,0
4152,2,example,0
4155,4,"of lush , all-enveloping movie experience",0
4180,2,with a single stroke,0
4183,2,single,0
4187,3,Eerily accurate depiction,0
4191,3,depiction,0
4194,1,"As a feature-length film , it wears out its welcome as tryingly as the title character .",1
4197,2,feature-length film,0
4199,1,", it wears out its welcome as tryingly as the title character .",1
4202,1,wears out its welcome as tryingly as the title character,1
4204,1,wears,0
4213,3,"An uncluttered , resonant gem that relays its universal points without lectures or confrontations . '",1
4217,3,"uncluttered , resonant gem",0
4224,3,relays its universal points,0
4225,3,relays,0
4232,2,lectures or,0
4233,2,lectures,0
4239,2,could force you to scratch a hole in your head,1
4242,2,you to scratch a hole in your head,0
4243,2,to scratch a hole in your head,0
4244,2,scratch a hole in your head,0
4248,2,hole,0
4251,2,head,0
4274,3,perfectly entertaining summer diversion,0
4288,2,when you cross toxic chemicals with a bunch of exotic creatures,1
4289,2,you cross toxic chemicals with a bunch of exotic creatures,1
4295,2,chemicals,0
4304,2,", you get a lot of running around , screaming and death .",1
4309,2,"of running around , screaming and death",0
4312,2,"running around , screaming",0
4313,2,"running around ,",0
4317,2,screaming,0
4328,3,what makes this rather convoluted journey worth taking,1
4332,1,rather convoluted journey,0
4334,1,convoluted,0
4345,2,turn and,0
4346,2,turn,0
4358,3,Steven Shainberg 's adaptation,0
4359,3,Steven Shainberg 's,0
4364,2,Mary Gaitskill 's harrowing short story,0
4366,2,Gaitskill 's,0
4369,2,harrowing,0
4374,4,"a brilliantly played , deeply unsettling experience",1
4380,3,deeply unsettling experience,0
4387,1,seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested,1
4390,1,in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested,1
4405,1,demanding regular shocks and bouts of barely defensible sexual violence to keep it interested,1
4422,2,to keep it interested,0
4427,2,Has no reason to exist,0
4432,2,", other than to employ Hollywood kids and people who owe favors to their famous parents .",1
4439,2,employ Hollywood kids,0
4443,2,people who owe,0
4445,2,owe,0
4447,2,favors to their famous parents,0
4459,2,emotionally scattered film whose hero gives his heart only to the dog,1
4477,3,"love Cinema Paradiso will find the new scenes interesting , but few will find the movie",1
4481,3,Cinema Paradiso will find the new scenes interesting,1
4483,2,Cinema,0
4486,3,find the new scenes interesting,0
4493,3,improved .,0
4511,2,in the middle of hopeful,0
4512,3,the middle of hopeful,0
4523,2,amiable but,0
4527,1,that plays like a loosely-connected string of acting-workshop exercises,1
4537,2,acting-workshop,0
4547,0,otherwise dull subjects,0
4562,2,handed with his message at times,0
4566,2,his message,0
4572,3,visual flair,0
4574,1,that waxes poetic far too much for our taste,0
4583,2,our taste,0
4589,1,funny -LRB- but ultimately silly -RRB- movie,0
4592,2,#NAME?,0
4598,2,the one thing,0
4605,2,"that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house",1
4608,2,other Imax films,0
4609,2,Imax films,0
4611,2,"chimps , lots of chimps , all blown up to the size of a house",1
4622,2,to the size of a house,0
4647,0,with an utterly incompetent conclusion,0
4658,2,a children 's film,0
4662,3,in the truest sense,0
4663,3,the truest sense,0
4665,3,truest,0
4669,1,amateurish,0
4670,0,filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,1
4671,0,filmmaking that is plainly dull and visually ugly when it is n't incomprehensible,1
4675,0,plainly dull and visually ugly,0
4687,4,"crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
4690,3,"engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
4693,3,"should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
4697,3,upscale audiences,0
4703,3,"quality and a nostalgic , twisty yarn that will keep them guessing",1
4713,3,yarn,0
4717,2,them guessing,0
4720,1,An awkwardly contrived exercise in magic realism,1
4734,2,lines,0
4738,1,"unfortunately , outnumber the hits by three-to-one .",1
4744,2,outnumber,0
4752,2,Smoke,0
4753,2,Signals,0
4758,3,imbued,0
4764,2,themes,0
4776,3,without stooping to base melodrama,0
4785,3,Evokes,0
4787,2,the style and flash,0
4791,2,flash,0
4792,2,of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,1
4799,2,Mamet 's `` House of Games '' and last fall 's `` Heist '',1
4810,2,Heist '',0
4820,3,"be funny , uplifting and moving",0
4829,2,At a brief 42 minutes,0
4839,2,need,0
4842,2,more X,0
4863,3,a great deal,0
4871,2,preposterous,0
4878,1,The result might look like Vulgar .,0
4880,2,result,0
4884,1,like Vulgar,0
4888,0,The film rehashes several old themes and is capped with pointless extremes,1
